url,title,script,likes,comments,views,reposts,channel,video_id
https://www.youtube.com/shorts/E6XJFm9ccQo,@joslynn_jones,script_not_found,88K,Dislike,"2,574,287",776,channel_not_found,E6XJFm9ccQo
https://www.youtube.com/shorts/aze9yTZLJl0,"Search ""don't laugh challenge""",script_not_found,292K,Dislike,"4,334,440",523,channel_not_found,aze9yTZLJl0
https://www.youtube.com/shorts/QMAnClz2M64,,script_not_found,44K,Dislike,"5,626,753","1,152",channel_not_found,QMAnClz2M64
https://www.youtube.com/shorts/SojpJKanjpw,"Search ""funny videos compilation 2024""",script_not_found,Like,Dislike,"14,349,669",840,channel_not_found,SojpJKanjpw
https://www.youtube.com/shorts/d1M_EHPs-Cs,"Search ""90s lipstick""",script_not_found,73K,Dislike,"3,291,861","1,338",channel_not_found,d1M_EHPs-Cs
https://www.youtube.com/shorts/avJE9hN5sy4,,script_not_found,1M,Dislike,"49,898,797","6,842",channel_not_found,avJE9hN5sy4
